"","X","id","Handle","Text","Author","Category","Retweets","Favorites","first_word","second_word","third_word"
"3140",20322,3140,"DwightSchrute_","Today, smoking is going to save lives.","Dwight Schrute (The Office)","TV Show",255,569,"smoke","save","today"
"3141",20330,3141,"DwightSchrute_","Ryan started the fire!!!!","Dwight Schrute (The Office)","TV Show",558,1065,"fire","ryan","start"
"3142",20339,3142,"DwightSchrute_","BUTTLICKER, OUR PRICES HAVE NEVER BEEN LOWER!!!","Dwight Schrute (The Office)","TV Show",348,586,"lower","price","buttlick"
"3143",20352,3143,"DwightSchrute_","Where is the clitoris?","Dwight Schrute (The Office)","TV Show",117,254,"clitori",NA,NA
"3144",20353,3144,"DwightSchrute_","What is red and smells like blue paint? Red Paint.","Dwight Schrute (The Office)","TV Show",287,610,"red","paint","blue"
"3145",20361,3145,"DwightSchrute_","In the wild, there is no healthcare.","Dwight Schrute (The Office)","TV Show",274,556,"healthcar","wild",NA
"3146",20362,3146,"DwightSchrute_","Growing up I performed my own circumcision.","Dwight Schrute (The Office)","TV Show",120,330,"circumcis","perform","grow"
"3147",20378,3147,"DwightSchrute_","You couldn’t handle my undivided attention.","Dwight Schrute (The Office)","TV Show",489,681,"couldn’t","handl","undivid"
"3148",20387,3148,"DwightSchrute_","The eyes are the groin of the head.","Dwight Schrute (The Office)","TV Show",140,329,"groin","head","eye"
"3149",20393,3149,"DwightSchrute_","#ILikeYouBecause False. I do not like you.","Dwight Schrute (The Office)","TV Show",447,591,"ilikeyoubecaus","fals","like"
"3150",20396,3150,"DwightSchrute_","""That's what"" - She.","Dwight Schrute (The Office)","TV Show",475,709,"that",NA,NA
"3151",20403,3151,"DwightSchrute_","Ryan started the fire!!!!","Dwight Schrute (The Office)","TV Show",527,939,"fire","ryan","start"
"3152",20412,3152,"DwightSchrute_","BUTTLICKER, OUR PRICES HAVE NEVER BEEN LOWER!!!","Dwight Schrute (The Office)","TV Show",334,681,"lower","price","buttlick"
"3153",20425,3153,"DwightSchrute_","Where is the clitoris?","Dwight Schrute (The Office)","TV Show",114,291,"clitori",NA,NA
"3154",20426,3154,"DwightSchrute_","What is red and smells like blue paint? Red Paint.","Dwight Schrute (The Office)","TV Show",223,429,"red","paint","blue"
"3155",20432,3155,"DwightSchrute_","In the wild, there is no healthcare.","Dwight Schrute (The Office)","TV Show",248,464,"healthcar","wild",NA
"3156",20433,3156,"DwightSchrute_","Growing up I performed my own circumcision.","Dwight Schrute (The Office)","TV Show",137,365,"circumcis","perform","grow"
"3157",20449,3157,"DwightSchrute_","You couldn’t handle my undivided attention.","Dwight Schrute (The Office)","TV Show",488,590,"couldn’t","handl","undivid"
"3158",20458,3158,"DwightSchrute_","The eyes are the groin of the head.","Dwight Schrute (The Office)","TV Show",113,245,"groin","head","eye"
"3159",20464,3159,"DwightSchrute_","#ILikeYouBecause False. I do not like you.","Dwight Schrute (The Office)","TV Show",659,841,"ilikeyoubecaus","fals","like"
"3160",20467,3160,"DwightSchrute_","""That's what"" - She.","Dwight Schrute (The Office)","TV Show",537,807,"that",NA,NA
"3161",20474,3161,"DwightSchrute_","If I'm dead, you guys have been dead for weeks.","Dwight Schrute (The Office)","TV Show",343,573,"dead","week","guy"
"3162",20478,3162,"DwightSchrute_","I'm ravenous after a night of love-making.","Dwight Schrute (The Office)","TV Show",95,243,"lovemak","raven","night"
"3163",20480,3163,"DwightSchrute_","Today, smoking is going to save lives.","Dwight Schrute (The Office)","TV Show",191,379,"smoke","save","today"
"3164",20496,3164,"DwightSchrute_","Where is the clitoris?","Dwight Schrute (The Office)","TV Show",143,264,"clitori",NA,NA
"3165",20497,3165,"DwightSchrute_","What is red and smells like blue paint? Red Paint.","Dwight Schrute (The Office)","TV Show",189,344,"red","paint","blue"
"3166",20505,3166,"DwightSchrute_","In the wild, there is no healthcare.","Dwight Schrute (The Office)","TV Show",211,332,"healthcar","wild",NA
"3167",20506,3167,"DwightSchrute_","Growing up I performed my own circumcision.","Dwight Schrute (The Office)","TV Show",127,332,"circumcis","perform","grow"
"3168",20522,3168,"DwightSchrute_","You couldn’t handle my undivided attention.","Dwight Schrute (The Office)","TV Show",380,486,"couldn’t","handl","undivid"
"3169",20538,3169,"DwightSchrute_","#ILikeYouBecause False. I do not like you.","Dwight Schrute (The Office)","TV Show",506,591,"ilikeyoubecaus","fals","like"
"3170",20541,3170,"DwightSchrute_","""That's what"" - She.","Dwight Schrute (The Office)","TV Show",377,548,"that",NA,NA
"3171",20548,3171,"DwightSchrute_","If I'm dead, you guys have been dead for weeks.","Dwight Schrute (The Office)","TV Show",270,457,"dead","week","guy"
"3172",20552,3172,"DwightSchrute_","I'm ravenous after a night of love-making.","Dwight Schrute (The Office)","TV Show",74,178,"lovemak","raven","night"
"3173",20554,3173,"DwightSchrute_","Today, smoking is going to save lives.","Dwight Schrute (The Office)","TV Show",175,345,"smoke","save","today"
"3174",20561,3174,"DwightSchrute_","Ryan started the fire!!!!","Dwight Schrute (The Office)","TV Show",383,631,"fire","ryan","start"
"3175",20570,3175,"DwightSchrute_","BUTTLICKER, OUR PRICES HAVE NEVER BEEN LOWER!!!","Dwight Schrute (The Office)","TV Show",291,614,"lower","price","buttlick"
"3176",20571,3176,"DwightSchrute_","What is red and smells like blue paint? Red Paint.","Dwight Schrute (The Office)","TV Show",173,276,"red","paint","blue"
"3177",20579,3177,"DwightSchrute_","In the wild, there is no healthcare.","Dwight Schrute (The Office)","TV Show",192,297,"healthcar","wild",NA
"3178",20580,3178,"DwightSchrute_","Growing up I performed my own circumcision.","Dwight Schrute (The Office)","TV Show",107,277,"circumcis","perform","grow"
"3179",20596,3179,"DwightSchrute_","You couldn’t handle my undivided attention.","Dwight Schrute (The Office)","TV Show",352,425,"couldn’t","handl","undivid"
"3180",20610,3180,"DwightSchrute_","#ILikeYouBecause False. I do not like you.","Dwight Schrute (The Office)","TV Show",510,584,"ilikeyoubecaus","fals","like"
"3181",20613,3181,"DwightSchrute_","""That's what"" - She.","Dwight Schrute (The Office)","TV Show",430,644,"that",NA,NA
"3182",20620,3182,"DwightSchrute_","If I'm dead, you guys have been dead for weeks.","Dwight Schrute (The Office)","TV Show",261,450,"dead","week","guy"
"3183",20624,3183,"DwightSchrute_","I'm ravenous after a night of love-making.","Dwight Schrute (The Office)","TV Show",73,193,"lovemak","raven","night"
"3184",20626,3184,"DwightSchrute_","Today, smoking is going to save lives.","Dwight Schrute (The Office)","TV Show",156,312,"smoke","save","today"
"3185",20633,3185,"DwightSchrute_","Ryan started the fire!!!!","Dwight Schrute (The Office)","TV Show",440,790,"fire","ryan","start"
"3186",20642,3186,"DwightSchrute_","BUTTLICKER, OUR PRICES HAVE NEVER BEEN LOWER!!!","Dwight Schrute (The Office)","TV Show",336,627,"lower","price","buttlick"
"3187",20655,3187,"DwightSchrute_","Where is the clitoris?","Dwight Schrute (The Office)","TV Show",100,234,"clitori",NA,NA
"3188",20656,3188,"DwightSchrute_","What is red and smells like blue paint? Red Paint.","Dwight Schrute (The Office)","TV Show",142,265,"red","paint","blue"
"3189",20668,3189,"DwightSchrute_","You couldn’t handle my undivided attention.","Dwight Schrute (The Office)","TV Show",360,486,"couldn’t","handl","undivid"
"3190",20683,3190,"DwightSchrute_","#ILikeYouBecause False. I do not like you.","Dwight Schrute (The Office)","TV Show",359,442,"ilikeyoubecaus","fals","like"
"3191",20686,3191,"DwightSchrute_","""That's what"" - She.","Dwight Schrute (The Office)","TV Show",294,433,"that",NA,NA
"3192",20693,3192,"DwightSchrute_","If I'm dead, you guys have been dead for weeks.","Dwight Schrute (The Office)","TV Show",228,407,"dead","week","guy"
"3193",20697,3193,"DwightSchrute_","I'm ravenous after a night of love-making.","Dwight Schrute (The Office)","TV Show",59,157,"lovemak","raven","night"
"3194",20699,3194,"DwightSchrute_","Today, smoking is going to save lives.","Dwight Schrute (The Office)","TV Show",171,351,"smoke","save","today"
"3195",20706,3195,"DwightSchrute_","Ryan started the fire!!!!","Dwight Schrute (The Office)","TV Show",376,621,"fire","ryan","start"
"3196",20707,3196,"DwightSchrute_","My middle name is Kurt, not Fart.","Dwight Schrute (The Office)","TV Show",142,329,"kurt","fart","middl"
"3197",20714,3197,"DwightSchrute_","BUTTLICKER, OUR PRICES HAVE NEVER BEEN LOWER!!!","Dwight Schrute (The Office)","TV Show",296,567,"lower","price","buttlick"
"3198",20726,3198,"DwightSchrute_","Where is the clitoris?","Dwight Schrute (The Office)","TV Show",76,194,"clitori",NA,NA
"3199",20727,3199,"DwightSchrute_","What is red and smells like blue paint? Red Paint.","Dwight Schrute (The Office)","TV Show",140,297,"red","paint","blue"
"3200",20733,3200,"DwightSchrute_","In the wild, there is no healthcare.","Dwight Schrute (The Office)","TV Show",144,238,"healthcar","wild",NA
"3201",20734,3201,"DwightSchrute_","Growing up I performed my own circumcision.","Dwight Schrute (The Office)","TV Show",97,227,"circumcis","perform","grow"
"3202",20752,3202,"DwightSchrute_","#ILikeYouBecause False. I do not like you.","Dwight Schrute (The Office)","TV Show",272,343,"ilikeyoubecaus","fals","like"
"3203",20755,3203,"DwightSchrute_","""That's what"" - She.","Dwight Schrute (The Office)","TV Show",259,418,"that",NA,NA
"3204",20762,3204,"DwightSchrute_","If I'm dead, you guys have been dead for weeks.","Dwight Schrute (The Office)","TV Show",251,444,"dead","week","guy"
"3205",20766,3205,"DwightSchrute_","I'm ravenous after a night of love-making.","Dwight Schrute (The Office)","TV Show",66,193,"lovemak","raven","night"
"3206",20768,3206,"DwightSchrute_","Today, smoking is going to save lives.","Dwight Schrute (The Office)","TV Show",116,214,"smoke","save","today"
"3207",20775,3207,"DwightSchrute_","Ryan started the fire!!!!","Dwight Schrute (The Office)","TV Show",266,479,"fire","ryan","start"
"3208",20782,3208,"DwightSchrute_","BUTTLICKER, OUR PRICES HAVE NEVER BEEN LOWER!!!","Dwight Schrute (The Office)","TV Show",269,555,"lower","price","buttlick"
"3209",20794,3209,"DwightSchrute_","Where is the clitoris?","Dwight Schrute (The Office)","TV Show",98,224,"clitori",NA,NA
"3210",20795,3210,"DwightSchrute_","What is red and smells like blue paint? Red Paint.","Dwight Schrute (The Office)","TV Show",84,156,"red","paint","blue"
"3211",20801,3211,"DwightSchrute_","In the wild, there is no healthcare.","Dwight Schrute (The Office)","TV Show",111,211,"healthcar","wild",NA
"3212",20802,3212,"DwightSchrute_","Growing up I performed my own circumcision.","Dwight Schrute (The Office)","TV Show",68,213,"circumcis","perform","grow"
"3213",20818,3213,"DwightSchrute_","You couldn’t handle my undivided attention.","Dwight Schrute (The Office)","TV Show",286,398,"couldn’t","handl","undivid"
"3214",20834,3214,"DwightSchrute_","I'm ravenous after a night of love-making.","Dwight Schrute (The Office)","TV Show",49,117,"lovemak","raven","night"
"3215",20836,3215,"DwightSchrute_","Today, smoking is going to save lives.","Dwight Schrute (The Office)","TV Show",98,196,"smoke","save","today"
"3216",20843,3216,"DwightSchrute_","Ryan started the fire!!!!","Dwight Schrute (The Office)","TV Show",254,393,"fire","ryan","start"
"3217",20850,3217,"DwightSchrute_","BUTTLICKER, OUR PRICES HAVE NEVER BEEN LOWER!!!","Dwight Schrute (The Office)","TV Show",208,440,"lower","price","buttlick"
"3218",20862,3218,"DwightSchrute_","Where is the clitoris?","Dwight Schrute (The Office)","TV Show",55,175,"clitori",NA,NA
"3219",20863,3219,"DwightSchrute_","What is red and smells like blue paint? Red Paint.","Dwight Schrute (The Office)","TV Show",96,187,"red","paint","blue"
"3220",20869,3220,"DwightSchrute_","In the wild, there is no healthcare.","Dwight Schrute (The Office)","TV Show",154,242,"healthcar","wild",NA
"3221",20870,3221,"DwightSchrute_","Growing up I performed my own circumcision.","Dwight Schrute (The Office)","TV Show",72,153,"circumcis","perform","grow"
"3222",20886,3222,"DwightSchrute_","You couldn’t handle my undivided attention.","Dwight Schrute (The Office)","TV Show",269,374,"couldn’t","handl","undivid"
"3223",20898,3223,"DwightSchrute_","#ILikeYouBecause False. I do not like you.","Dwight Schrute (The Office)","TV Show",355,450,"ilikeyoubecaus","fals","like"
"3224",20901,3224,"DwightSchrute_","""That's what"" - She.","Dwight Schrute (The Office)","TV Show",230,368,"that",NA,NA
"3225",20908,3225,"DwightSchrute_","If I'm dead, you guys have been dead for weeks.","Dwight Schrute (The Office)","TV Show",223,352,"dead","week","guy"
"3226",20912,3226,"DwightSchrute_","I'm ravenous after a night of love-making.","Dwight Schrute (The Office)","TV Show",51,183,"lovemak","raven","night"
"3227",20914,3227,"DwightSchrute_","Today, smoking is going to save lives.","Dwight Schrute (The Office)","TV Show",83,191,"smoke","save","today"
"3228",20926,3228,"DwightSchrute_","Where is the clitoris?","Dwight Schrute (The Office)","TV Show",90,203,"clitori",NA,NA
"3229",20927,3229,"DwightSchrute_","What is red and smells like blue paint? Red Paint.","Dwight Schrute (The Office)","TV Show",92,174,"red","paint","blue"
"3230",20933,3230,"DwightSchrute_","In the wild, there is no healthcare.","Dwight Schrute (The Office)","TV Show",145,224,"healthcar","wild",NA
"3231",20934,3231,"DwightSchrute_","Growing up I performed my own circumcision.","Dwight Schrute (The Office)","TV Show",90,182,"circumcis","perform","grow"
"3232",20950,3232,"DwightSchrute_","You couldn’t handle my undivided attention.","Dwight Schrute (The Office)","TV Show",220,296,"couldn’t","handl","undivid"
"3233",20962,3233,"DwightSchrute_","#ILikeYouBecause False. I do not like you.","Dwight Schrute (The Office)","TV Show",213,247,"ilikeyoubecaus","fals","like"
"3234",20963,3234,"DwightSchrute_","""That's what"" - She.","Dwight Schrute (The Office)","TV Show",343,451,"that",NA,NA
"3235",20970,3235,"DwightSchrute_","If I'm dead, you guys have been dead for weeks.","Dwight Schrute (The Office)","TV Show",177,279,"dead","week","guy"
"3236",20974,3236,"DwightSchrute_","I'm ravenous after a night of love-making.","Dwight Schrute (The Office)","TV Show",40,131,"lovemak","raven","night"
"3237",20976,3237,"DwightSchrute_","Today, smoking is going to save lives.","Dwight Schrute (The Office)","TV Show",102,202,"smoke","save","today"
"3238",20982,3238,"DwightSchrute_","Ryan started the fire!!!!","Dwight Schrute (The Office)","TV Show",250,441,"fire","ryan","start"
"3239",20989,3239,"DwightSchrute_","BUTTLICKER, OUR PRICES HAVE NEVER BEEN LOWER!!!","Dwight Schrute (The Office)","TV Show",180,420,"lower","price","buttlick"
"3240",21002,3240,"DwightSchrute_","Where is the clitoris?","Dwight Schrute (The Office)","TV Show",68,126,"clitori",NA,NA
"3241",21003,3241,"DwightSchrute_","What is red and smells like blue paint? Red Paint.","Dwight Schrute (The Office)","TV Show",108,212,"red","paint","blue"
"3242",21012,3242,"DwightSchrute_","You couldn’t handle my undivided attention.","Dwight Schrute (The Office)","TV Show",221,262,"couldn’t","handl","undivid"
"3243",21024,3243,"DwightSchrute_","#ILikeYouBecause False. I do not like you.","Dwight Schrute (The Office)","TV Show",209,262,"ilikeyoubecaus","fals","like"
"3244",21025,3244,"DwightSchrute_","""That's what"" - She.","Dwight Schrute (The Office)","TV Show",207,346,"that",NA,NA
"3245",21032,3245,"DwightSchrute_","If I'm dead, you guys have been dead for weeks.","Dwight Schrute (The Office)","TV Show",158,255,"dead","week","guy"
"3246",21036,3246,"DwightSchrute_","I'm ravenous after a night of love-making.","Dwight Schrute (The Office)","TV Show",51,121,"lovemak","raven","night"
"3247",21038,3247,"DwightSchrute_","Today, smoking is going to save lives.","Dwight Schrute (The Office)","TV Show",138,253,"smoke","save","today"
"3248",21044,3248,"DwightSchrute_","Ryan started the fire!!!!","Dwight Schrute (The Office)","TV Show",276,407,"fire","ryan","start"
"3249",21051,3249,"DwightSchrute_","BUTTLICKER, OUR PRICES HAVE NEVER BEEN LOWER!!!","Dwight Schrute (The Office)","TV Show",220,418,"lower","price","buttlick"
